,published_at,video_id,title,description,relevance
118,2013-10-25T19:37:03.000Z,_nv2_FGqDuI,"NAO Robot@Home, helping the user, trying to grab! PART - I","NAO Robot tries to walk towards the object kept in refrigerator, grabs it and gives it to the user!",1
119,2013-10-18T10:51:59.000Z,FOyaN68iYYo,Grab all the fun you can share with more Telpads!,"Thousands of Tunes, Hundreds of Movies, Exciting Games, FREE and Unlimited Calling on heyÜ and more! Share loads of fun at home with your Telpads!",1
120,2013-10-07T09:06:49.000Z,CbwUslmbMiw,Bikers Did Try To Grab Range Rover Drivers Wife,my first video on this http://www.youtube.com/watch?v=D4PbbRI9EL8 hour worth of footage of the same bikers doing more stupid shit ...,1
121,2013-07-17T09:51:59.000Z,398qbq4LCIQ,Grab and Bite - Online Food Ordering Service Indonesia,grabandbite.com is an online food order portal based in Indonesia. We believe that food should not be that hard to get. Whether you want it to be delivered or ...,1
122,2013-07-05T18:32:31.000Z,awnfd7MAypY,Mandela family in wealth and prestige grab even before he is dead,"The members of the Mandela clan are quarrelling over where their most famous elder should... euronews, the most watched news channel in Europe Subscribe ...",1
123,2013-06-28T21:38:52.000Z,vy5DYdQQ1dc,Grab a Ride,First ride for three weeks!,1
124,2013-06-11T20:38:26.000Z,f7fvUGPBjM0,ACLU Files Lawsuit Over Government Massive Phone Record Grab - Judge Andrew Napolitano - Cavuto,ACLU Files Lawsuit Over Government Massive Phone Record Grab - Judge Andrew Napolitano - Cavuto.,1
125,2013-06-10T07:05:08.000Z,9G62hoqqatQ,Over 1 Billion Facebook Users - Grab Your Millions,Over 1 Billion Facebook Users - Grab Your Millions @ http://forexplatinumclub.com/likes/fanboom.,1
126,2013-06-04T16:35:18.000Z,w0hVjbnD1Y4,Liftago Taxi. Grab Your Liftago Taxi Mobile App for Taxi drivers and passengers.,Get your Liftago Taxi mobile app here: http://www.joinsomethingnew.com/dr314 Liftago Taxi is Mobile Application to make the Taxi world a better and ...,1
127,2013-05-22T02:30:36.000Z,zklr-wv3lBQ,Car Mount (Neo Grab),One hand operation (One Touch),1
128,2013-03-24T03:43:56.000Z,V8bdGkSvM5s,M'sia Hawk Rent a Car grab and go,"This is my first time arrive Malaysia, grab a rent car from Hawk Johor Bahru, Terminal Bas Sentral Kotaraya, next to Jalan Trus. PS. Garmin GDR35 G-Sensor has ...",1
129,2013-03-16T03:46:14.000Z,L1VHQJVsN68,"Black Kadafi aka Mr. Palmer- Grab a Drank, Pop Pillz","Do4Self Records presents hit pop/ techno song called ""Grab A Drank, www.do4selfrecords.com; Follow @do4selfrecords Instagram: @DO4SELFRECORDS.",1
130,2013-02-13T21:24:40.000Z,9-gsNrN-2tg,Metal Building Costs Per Square Foot| Grab  Metal Building Costs Per Square Foot Right Here For All,http://decaturilMetalBuildings.com Metal Building Costs Per Square Foot When You Are Searching Metal Building Costs Per Square Foot This Is The Site To Go ...,1
131,2013-01-31T15:05:27.000Z,hX0z0c5a1co,Your Dream Car is now a grab away,A set of wheels that is so hot Will it be yours? Why not? Try MoBo's ICICIdirect Tool And go on a drive supercool. Subscribe to the channel: http://bit.ly/YG36eu ...,1
132,2013-02-02T00:30:06.000Z,kibnc3M7tl4,Lucky fans grab Donald Driver retirement tickets,Cody Holyoke reports.,1
133,2012-12-17T07:14:22.000Z,YeukDRP-BpA,Grab a Bike,"Why you should bike to school, not drive.",1
134,2012-11-28T06:38:16.000Z,JmCC7m5BHqU,Gene Buonaccorsi grab in traffic (2012 College Open Quarterfinal),Gene Buonaccorsi makes a nice grab in traffic during the quarterfinal match between the Wisconsin Hodags and Tufts E-men the 2012 USA Ultimate College ...,1
135,2012-10-31T06:13:14.000Z,8UhBR1y-D38,"6pm discount Coupons, promo codes  to grab Trendy dresses on shopping","Grab 6pm Online Coupon Codes, 6pm promo codes and get big discounts on large collection of lifestyle accessories at affordable prices. Find at ClickSNM: ...",1
136,2012-10-29T03:00:08.000Z,qiulnRFmmsE,The World's Biggest Car Boot Sale - November 2012 - Come and grab a bargain!,Looking for the perfect Christmas gift - or just after a bargain. Come and check out the World's Biggest Car Boot Sale on Sunday 25th November 2012. Hundreds ...,1
137,2012-10-14T16:40:17.000Z,YIItOpzzjWU,Cab Driver Denies Dennis Michael Lynch a ride to Penn Station,Cab driver breaks the law because I wanted to go 5 blocks further than he wanted to drive.,1
138,2012-09-26T20:48:20.000Z,ETWOj8LzaMQ,Grab a Straw and Share some Happiness!-Singapore,See Morein http://artaks.wordpress.com/,1
139,2012-09-25T23:30:42.000Z,bZMNS50VliI,Relevant Report: Subway's Market Share Grab,"TheRelevantReport is a VIDEO BLOG site dedicated to providing short, urgent, sometimes edgy Leadership Ideas http://www.RelevantReport.com We post ...",1
140,2012-09-14T15:54:05.000Z,xSyey9qj54c,M5 PGG blackhole grab them all  @ The International 2012,"""я не ем х**ню (с) PGG"" song by Two Steps From The Hell Powered by http://www.navi-gaming.com FORUM: http://forum.navi-gaming.com.",1
141,2012-08-31T06:01:37.000Z,l5-HXcEVbIE,Relevant Report: Grab More Market Share: Book Trailer,"TheRelevantReport is a VIDEO BLOG site dedicated to providing short, urgent, sometimes edgy Leadership Ideas http://www.RelevantReport.com We post ...",1
142,2012-08-21T14:39:29.000Z,7gT-A18Ykcg,Help Kids Grab Good Food Instead of Junk Food,Have a junk food problem at your home? The Kissters have a great idea for helping kids (and parents!) make better food choices by presenting healthy foods in ...,1
143,2012-08-13T01:07:00.000Z,-fBmorj2yj0,Jaxson and the Ticket Grab @ Chuck E Cheese's 8/12/12,Jaxson and the Ticket Grab 6th Birthday Party.,1
144,2012-08-11T02:24:21.000Z,HRYKY7JOV1A,Bike Grab,Brief review of the Bike Grab stand.,1
145,2012-07-19T14:42:16.000Z,Te7hMXQch_Y,SSF2 HD - Compilation of beating up and grab online - Gyaku Ryona Male on male,This video is only for people who love Gyaku ryona with male assailant and male victim. From Super street fighter 2 turbo HD remix (on PS3). Online match.,1
146,2012-06-12T16:22:34.000Z,e8sQWxERMWg,Five O'Clock Heroes - Grab Me,Five O'Clock Heroes - Grab Me.,1
147,2012-06-08T13:35:28.000Z,c9pRZvRL9Ok,"Plan B - Grab It @ Lido, 06.07.2012",Plan B one of the most famous bands of the 80s in Berlin givin their official reunion debut in Berlin. This seems to be their new single.,1
148,2012-05-15T09:56:04.000Z,Z0Wh2V3FtP8,"Yeah, I was thinking about maybe grab some loot and use my Anti-Dragon bombs but I guess not",GET UP ON LAO-SHAN'S BACK.,1
149,2012-05-24T03:00:09.000Z,MAnYrAxhw-M,Te Hodoki aka Escaping a Wrist Grab | Ninjutsu Lessons,Watch more How to Do Ninjutsu videos: http://www.howcast.com/videos/505977-Te-Hodoki-aka-Escaping-a-Wrist-Grab-Ninjutsu-Lessons So now we're going to ...,1
150,2012-05-10T19:13:15.000Z,SdYta5VRJSs,Kyle Hart Subrosa Suicide Grab: Story Behind The Photo,"Kyle Hart takes you through the set-up of this ten-flat-ten and how awesome it is to grab your back peg on all occasions. Strobist info: Canon 1Ds Mk2, Canon ...",1
151,2012-05-03T01:06:37.000Z,dHvbOHMADOI,Tribes Ascend - My one good E-Grab,Not saying I'm skilled... but... that moment made me happy!,1
152,2012-03-23T01:15:18.000Z,j3xat6aKOdU,danny grab chopin e-flat nocturne popper transcription,ZOOM Handy Video Recorder.,1
153,2012-03-19T04:26:31.000Z,nPtXk7YG_Ek,Big Air Indy Grab @ Apex Ski Resort,Getting some decent air against the beautiful backdrop of Apex Mountain Penticton.,1
154,2012-02-24T10:14:24.000Z,d91oRjsnrjs,Grab-a-cab Taxi dispaching system in the Philippines,A taxi dispatching system in the Philippines Visit our site: http://grab-a-cab.ph/,1
155,2012-01-08T00:16:22.000Z,yeeFnkSECBQ,Singapore Deals Grab Free Vouchers,http://www.facebook.com/SingaporeDealsGrabFreeVouchers?sk=app_336223316390162 Grab Free Vouchers From my favorite merchants in Singapore given ...,1
156,2012-01-08T10:36:55.000Z,tifwv-OkSyI,DePaul University Just Grab A Big Penis,http://bit.ly/ylOVFi $100 Quizno's Gift Card with participation. Offer converts on zip submit There is nothing wrong with grabbing a BIG penis.If you see a big penis ...,1
157,2011-11-29T12:52:43.000Z,CTTUIR3qBnw,"Freestyle - Reach, Ride, and Grab","Swimming with paddles gives people a feeling of power as they pull, but this drill will help you focus on another aspect of your stroke... reach! Why do it: The ...",1
158,2011-11-07T18:03:06.000Z,xcxlaMOH3PY,Bed Transfers wth grab pole mobility device by MedPole.wmv,www.medpole.us - This video shows how one wonderful woman utilizes the MedPole for independence in her living environment. The MedPole is a Stainless ...,1
159,2011-11-15T15:56:58.000Z,JVrRgw9zqWU,NASCAR drivers grab fishing poles and race for the biggest Bass!,Join Fish Fishburne and top NASCAR drivers who partner up with everyday anglers to net the biggest and baddest Bass at Homestead-Miami Speedway on Hot ...,1
160,2011-11-07T19:57:41.000Z,BqNQK18W1ak,Medpole transfer pole balance treatment install grab bar vertical pole.wmv,www.medpole.us - the MedPole device is a Stainless Steel Vertical Grab Pole that requires no tools to install and expands 7-9 floor to ceiling. This grab pole can ...,1
161,2011-11-07T20:00:23.000Z,teFq-jo57HE,MedPole vertical transfer pole mobility exercise device grab bar.wmv,"www.medpole.us Unintentional home injuries, particularly falls, are a particular problem in homes. Despite falls being the leading cause of injury and death in ...",1
162,2011-11-07T19:48:06.000Z,f6gfIjnv-D0,Balance pole transfer pole mobility exercises grab bar medpole.wmv,www.medpole.com - the MedPole device is a Stainless Steel Vertical Grab Pole that requires no tools to install and expands 7-9 floor-to-ceiling. This grab pole ...,1
163,2011-11-07T16:45:30.000Z,94g9fsGH4IM,Use a walker and Medpole transfer pole grab bar for mobility.wmv,"www.medpole.us. Get up and go using the MedPole! Amazing the MedPole continues to provide mobility, accessibility, and proper body mechanics for transfers ...",1
164,2011-10-19T14:00:25.000Z,eWoAclnaFmM,JCB 3CX With Pole Grab & Auger,"JCB 3CX fitted with pole grab and auger, for electric pole replacement http://www.youtube.com/user/grizzly9871?feature=mhee.",1
165,2011-09-25T10:17:52.000Z,CZkUAA8eTbo,Grab mod,Fallout 3/New Vegas mod that allows you to pick heavy objects up with ease and allows you to run with them.,1
166,2011-08-30T23:38:32.000Z,n5ogV8qjCiA,Who will Grab MORE Market Share: Even in a Flat Economy | Leadership speaker | Ross Shafer,You can make money in a flat or declining economy because your competitors pull in their horns and try to ride it out. Leadership speaker and business author ...,1
167,2011-06-13T18:43:13.000Z,CMxzDOQzgME,Big Grab,Armwood's Javonte Sneed lays out in 7-on-7. Did he catch it?,1
168,2011-06-15T04:32:27.000Z,FtdHF93XvQ8,5-0 nose grab,"5-0 nose grab en Skate park lira en tacubaya, Df. por Juan C (ruedas)",1
169,2011-06-10T22:05:03.000Z,mNTBVKu8ZmM,SUBWAY Stories: Tales from the Underground (1997) part 1 Subway Car From Hell/The Red Shoes,SUBWAY Stories: Tales from the Underground. 10 short segments losely based on real-life experiences on various New York City underground subways.,1
170,2011-05-25T01:54:13.000Z,AZP_IKICvA8,"CITX 3110 West, Ballast Car Grab at Kirkland, Illinois on 5-24-2011",Men at work. Two SD40-2 engines and crew grab four ballast cars from the siding at Kirkland before continuing west. This is on the Canadian Pacific Chicago ...,1
171,2011-05-28T14:42:43.000Z,a4MQovSa9bU,Grab Transfer by Tom Payne (Samsung Galaxy S2 Video),1080p recorded by a Samsung Galaxy S2.,1
172,2011-04-14T13:09:32.000Z,jQCunuz4pd0,Traffic Grab Review - Bonuses -- Targeting Traffic to your Business,"http://www.trafficgrabreviews.com "" Traffic Grab"" the new James Schramko's product and how it will help your online or offline business grow faster.",1
173,2011-03-30T18:46:38.000Z,diqsaV0WnqI,Fantastic Contraption 2: Grab the idol,Just an easy way to do ''grab the idol'',1
174,2011-02-22T08:59:30.000Z,vqCyDAoRaAg,The Bead Grab aka The Rat Tail,"I've never seen it done before, but I don't really know. If you know of someone doing it in another video link me to it in the comments. If you do it, call it The Rat ...",1
175,2011-02-10T20:28:33.000Z,S311Ju5kK4E,Rodeo grab big airbag,Practicando rodeo big airbag masella.,1
176,2011-02-17T21:37:13.000Z,NJ6-8SXR1g0,MSC ADAMS modeling Bulk Grab mod iso,Bulk Grab - MSC ADAMS model.,1
177,2011-01-14T03:38:17.000Z,MpNutflsDLM,"Patong, Phuket, Thailand - Tourist Volunteer Police Grab","Tourist Volunteer Police in Patong, Phuket, Thailand. Bangla Road.",1
178,2011-01-14T20:14:42.000Z,7LgA_EC-CZ0,Battler Grab Tits Compilation,Compilation of ex move: GRAP TITS!!!!,1
179,2011-01-17T03:47:37.000Z,2etaDlgrGIE,"Lopburi to Sukhothai, Thailand As We Travel Asia","https://www.aswetravel.com/lopburi-to-sukhothai-thailand-as-we-travel-show-episode-1-part-2/ Lopburi to Sukhothai, Thailand - As We Travel Asia Show Good ...",1
180,2010-12-27T23:57:38.000Z,n846KVwgWi0,Peralta's Class in the 70's training the AKA grab arts,This is a Rare 16mm video reel of Richard Perlata's Kajukembo class back in the early to mid 70's. Peralta and Nahoolewa Formed the American Kempo ...,1
181,2010-12-09T04:50:54.000Z,ExCcS5n9IAA,Moto-taxi drivers aggressively grab luggage,"For more information, visit: www.equitycam.tv. 'Moto-taxi drivers aggressively grab luggage' tells the following story: Our teaser pokes fun at the way moto-taxi ...",1
182,2010-11-29T04:13:36.000Z,SkGwwDRX4Fc,GRAB Application,In this VodCast we take a look at the GRAB Application and how it can assist you in taking more advanced screenshots of your Apple Computer.,1
183,2010-11-22T17:26:51.000Z,XCIAOw4qq5g,How to Grab and Use Your Unique Affiliate Code in E-junkie,Tutorials from http://BloggingWithAmy.com :: How to use e-junkie products in affiliate marketing.,1
184,2010-11-08T23:06:12.000Z,offA5mYgjCg,dip learning how to grab a big fine cut tabacco pinch,how to grab a big fat fine cut tabacco pinch.,1
185,2010-09-22T13:19:07.000Z,iiNgWlbte8w,Egremont Grab Fair 2010 Greasy Pole,"Cash Was First Off, Great Effort.",1
186,2010-09-22T13:27:58.000Z,HWvMzHkUfX4,Egremont Grab Fair 2010 Greasy Pole,Whitey Saves The Day For The Mystery Spot.,1
187,2010-09-22T13:25:11.000Z,OwbAuXRDVRo,Egremont Grab Fair 2010 Greasy Pole,Mad Eyes (AKA Banana Man) Good Effort.,1
188,2010-09-01T04:50:19.000Z,aiGEpLLF7bA,Marketing Webinars - Grab this FREE script by James Hannan,http://askjameshannan.com/marketing-webinars-and-your-network-marketing-business/ Marketing Webinars - Grab this FREE script. James Hannan takes you ...,1
189,2010-08-12T04:25:30.000Z,sV3kqI6tows,defesa de vip contra apressamento 1 / Defending the VIP against grab 1,"Técnica desenvolvida por Paulo Albuquerque, fudador da Kombato ltda. Technique, Skill, Drill developed by Paulo Albuquerque, Founder of Kombato Kombato ...",1
190,2010-08-02T15:06:04.000Z,sn9oTRdMKS0,Grab Big Savings With This 2003 Chevrolet Tahoe Z71 With Off-Road Capability!!!,"The need for large capacity and capability is a given for the modern American family, the problem is the often as-much-as-a-house price tag! This is the answer if ...",1
191,2010-04-27T22:13:01.000Z,Z5iBg1zonU0,car grab,PAIN replay.,1
192,2010-04-17T13:08:10.000Z,xpkPZ26UXbg,A Big Grab,"A successful grab of tree debris, perfectly delivered to the waiting trailer.",1
193,2010-04-20T07:16:18.000Z,d5oePEe5-c0,Big Backside Grab all over Pyramid (Skateboard),Big Backside Grab all over Pyramid by Herbert.,1
194,2010-03-10T01:56:07.000Z,cNPm4czQezM,Just Cause 2 Car Grab Result,"Just Cause 2 Attached car to a helicopter, grabbed it in mid-air and rode it down. Video is post grab.",1
195,2010-03-06T18:01:40.000Z,xslj7Igvl2Q,Line rider Nose Ride Grab and Quirk Fling tutorial :),"Just a quick guide how to make first fling easily and some tips on nose grab riding. Quick desc.: 1. Well, creating first fling isn't very hard, you only have to draw a ...",1
196,2010-01-09T10:08:47.000Z,xgCdWTwQ4ks,grab a car,grab a car.,1
197,2009-12-21T22:11:17.000Z,UpFmOGOxkR4,Grab Mod,Grab mod in GTA IV.,1
198,2009-11-04T10:53:06.000Z,tNJJL_qig5Y,2009 Saga International Balloon Fiesta -Key Grab Race-,2009佐賀インターナショナルバルーンフェスタ キーグラブレース（2009年11月3日午後） 公式サイト（日本語） http://www.sibf.jp/ 公式サイト（英語）...,1
199,2009-09-25T06:17:57.000Z,miS5rBkD6fs,GRAB E Drivetest2,"Test drive of my GRAB-E robot, still under construction. This video shows his manueverability. Visit me at Letsmakerobots.com at: ...",1
200,2009-05-19T04:19:02.000Z,VpSettxbqpw,"interview with poor, penis hits and grab","watch the end, pretty funny, dumb, fight in the end, penis hurted.",1
201,2009-04-30T13:59:27.000Z,kr0h2_TnygE,Pole Grab - Digs hole and Erects pole safely,Bucket which digs hole and then carries pole safely and erects it all in one excavator attachment. The safetest method of erecting poles for 360 degree tracked ...,1
202,2009-04-16T10:55:23.000Z,bBdoZUa2d4M,Kotanyi grab the grill: Car,"Video virale realizzato per promuovere la linea ""Grill"" di Kotanyi.",1
203,2009-04-06T09:55:45.000Z,iwSaDH9ah40,BaNNeD-Grab,BaNNeD at Heritage.,1
204,2009-03-19T01:34:57.000Z,MXbr8ot-pgs,Big Ayer Grab,Grab a Bolton Valley Vermont. First time trying out the park jumps.,1
205,2009-02-17T07:20:39.000Z,934wbM0HDc4,International Boob Grab Compilation,This video was purposely put together in a bad way ( out of spite ) to prove that any video that had remotely anything to do with boobs would get massive hits in ...,1
206,2009-02-19T22:32:39.000Z,sUGpp92vfKU,transfer' grab,"petite figure, toute simple, ( 1 an de roller' )",1
207,2008-10-10T18:48:50.000Z,2wz_3u13yHs,Tryin a new grab at Ride The Hill XBP,Tryin a new grab for the first time.,1
208,2008-09-07T16:54:12.000Z,M7rvmB5Wz40,Grab My Pole!,Cape Cod 2008.,1
209,2008-07-19T21:13:24.000Z,ysklYQFTVuQ,Pentoo LiveCD  hash Grab & Online Crack via Plain-text.info,Pentoo Live CD hash Grab & Online Crack via Plain-text.info.,1
210,2008-02-26T17:05:57.000Z,ItpqyTDq9Eo,Superman grab Transfer,Chris Gascoigne.,1
211,2008-01-20T01:39:14.000Z,B1-aMQMsuAU,Big Grab,k.,1
212,2007-12-02T22:25:10.000Z,xjLlBRIJW_k,snoken sad grab transfer ramp to bank,Snoken sad grab transferfrom the ramp in to the bank.,1
213,2007-11-22T18:20:55.000Z,xyh_r7SFco8,Q of A/GRAB FROM BEHIND and lay up,Basketball.,1
214,2007-10-12T04:36:25.000Z,0GFNyH_gK4w,balloon fiesta 2007 pole grab .. even more,"SUCCESS... this pilot did an awesome job flying , and we watching him come in from the far corner of the field , and just ever so slight come accross the field ...",1
215,2007-10-12T04:31:49.000Z,cgAYPfuW0-8,balloon fiesta 2007 pole grab .....,"at last success, this pilot was in teh right place at the right time, and grabbed one of five envalopes...ranging from 2000-6000 dollars...",1
216,2007-10-12T04:19:03.000Z,MP6bTA-CmuI,balloon fiesta 2007 pole grab day one,"This is what it looked like as the rest of the hot air balloons where coming in from off the field , just enough breeze to make it interesting , adn fun to watch.",1
217,2007-04-28T02:44:06.000Z,lUOe76YPY7M,How to Ride Motocross Bikes : How to Wheelie on a Motocross Bike,"Get a roar out of the motocross crowd. Learn how to wheelie on a motocross bike in MX racing or motocross freestyle, in this free video clip. Expert: Chris Kelley ...",1
218,2007-03-16T19:46:08.000Z,MsoTBcm-AMg,Cape Town Taxi Ride - South African Taxi - Car Accident,"On a resent trip back home, I took some footage. The green mercedes ended up in an accident. The crowd at 2.51 by the house, were gathered around a hit ...",1
219,2007-02-12T06:36:11.000Z,BTcay6GMwn0,Big Food Grab,"Three cats, some ham, and a lot of squeaking.",1
220,2006-11-15T20:11:15.000Z,8AYWn63r6jQ,guy jumpin of a stand tryna grab a pole n missin it n fallin,guy falls n luks like a tit n every1 is jus pisen der selves lafin at him.,1
221,2006-11-20T13:58:46.000Z,XfxIcoP_aG0,Too Big to Grab,Smokey trying to get the big orange plastic ball.....silly puppy!,1
