,published_at,video_id,title,description,relevance,threat,pred_relevance
120,2018-05-29T11:50:35.000Z,mBw4KfP4qBM,[Grim Dawn] - Smash'n'Grab Mod - #7 Arkovian Undercity 100%,"On this episode, Ultana explores the three levels of the dreaded Arkovian Undercity, fighting the Oligarchs of Old and discovering certain secrets.",0,LOW,1
121,2018-06-21T22:32:20.000Z,LUYMJkECg4w,[Grim Dawn] - Smash'n'grab Mod - #14 Fort Ikon and Tomb of Archon!,"On this episode, Ultana clears the Aetherials that parasite the deeps of Fort Ikon and opens her way through necromancers for the ashes of a fallen archon.",0,LOW,1
122,2018-05-25T16:46:29.000Z,lVvYGFasXig,[Grim Dawn] - Smash'n'Grab Mod - #5 'Till where you can see... Arkovia!,"On this episode, we try to go around and explore a bit more than usual around the region of Arkovian Foothills and Old Arkovia. Enjoy!",0,LOW,1
123,2018-06-05T14:59:39.000Z,ZNOq771XGeY,[Grim Dawn] - Smash'n'grab Mod - #8 Steps of Torment 100%,"On this episode, we uncover 100% of Steps of Torment and the dungeon available behind the Gates of Anguish.",0,LOW,1
124,2018-05-21T13:59:39.000Z,WAeUOeOj3es,[Grim Dawn] - Smash'n'Grab Mod - #12 THE SHAPER OF FLESH!,"On the possibly last episode (for now) of this Erasmus Season 1, the Pet Army meets an old face and a new threat.",0,LOW,1
125,2018-05-23T12:24:46.000Z,qf51sGbuXAs,"Grim Dawn Smash'n'Grab Mod   #3 Angrim, Ulgrim, and... Gutmook!","Ultana keeps exploring to her ability, following the whispers of Ultos on her mind, growing in power and experience, capable of amazing feats, which you will ...",0,LOW,1
126,2018-05-21T06:29:04.000Z,HEw8ez3jylc,"[Grim Dawn] - Smash'n'Grab Mod - #11 MALMOUTH, FINALLY!","Our Pet Army finally reaches the rotting city of Malmouth, and we are ready to wreak havoc. Oh, I also keep telling a bunch of unnecessary stories about today.",0,LOW,1
127,2015-12-03T00:07:11.000Z,K2b6Ik7acUY,"1.8 Mod Grab Bag - Craftables, Rope Bridges, Mob Rebirth",Hey guys today I've got a short video showing off three little mods I found on the forum for Minecraft 1.8! Hope you guys enjoy and let me know if you did! Mods: ...,0,LOW,1
128,2017-04-13T22:00:04.000Z,vkOwiqJvr8M,New Land Grab Mode in GTA V (GTA 5 Online),It's like Splatoon in GTA V - which is awesome. Up to 16 players and 4 teams. I feel like 4 teams works best. Prevents 1 team from camping hard. I really enjoyed ...,0,LOW,1
129,2011-07-21T21:08:47.000Z,c7OHeJk0Ufw,GTA SA How to grab bike quick when fall off,"When you hear ""Hugh!"" (The sound that the character makes when fall from bike) keep tapping F or Return. sometimes it works.",0,LOW,1
130,2018-05-28T18:00:16.000Z,JFa7plbRpLw,"Business Nightly: Higher fare, poorer quality of service after Grab-Uber deal says PCC","Ride-hailing firm Grab's takeover of its main rival, Uber, has resulted in higher fare and poorer quality of service, according to the Philippine Competition ...",0,LOW,1
131,2018-04-25T16:10:25.000Z,pjIhKZrCEvg,Uber Plans to Stop Showing Drivers Exact Pick-Up and Drop-off Locations For Riders,Uber is looking to change a long criticized feature on their app. Veuer's Natasha Abellard has the story.,0,LOW,1
132,2017-12-18T17:49:58.000Z,Wf58e9aH5ow,TEST CLONE APK GOJEK DRIVER VERSI 3.1.1 ( NO TUTORIAL ),Mohon maaf. Saya blom berani ngasih Tutorial nya. Karena resiko nya besar jg.. Terimakasih Yg sudah memaklumin nya.,0,LOW,1
133,2017-12-15T14:10:34.000Z,qgCrFm5YSm4,TUTORIAL MERUBAH STRING TIPE JOB DI GOJEK DRIVER ( XGTB TEAM ),Semoga Bermanfaat ya kawan.. Jangan lupa Subscrib & like video Biar barokah kalian belajar nya.. Sukses selalu ya.,0,LOW,1
134,2017-12-09T13:40:08.000Z,O3bYea4j0_g,Mod Gojek Driver Gacor V.311,"Mod Gojek Driver Gacor V.311, aplikasi Gojek Driver sudah update lagi sekarang menjadi V.311.dan sudah banyak beredar Gojek Driver Apk versi Modnya ...",0,LOW,1
135,2017-12-09T15:40:55.000Z,qQ7bydb4yvA,TUTORIAL MEMBUAT GPS AON DI GOJEK DRIVER,ini clue biasa di terapin di versi lawas. Ntah ini work di versi sekarang atau Tidak Silahkan di coba.. Semoga Bermanfaat.. Jangan Lupa SubScrib & like Biar ...,0,LOW,1
136,2018-06-26T10:59:53.000Z,2aIpi-6X2I8,Myanmar national remanded over Grab driver’s murder,"Investigations into the murder of Grab driver, Aiman Nosri, led to the arrest of a Myanmar national who works at the Selayang wet market on Tuesday.",1,LOW,1
137,2018-03-29T04:37:20.000Z,wFCDid1uvEU,Grab and Uber Merger: What Really Happened,LEAKED video of Grab and Uber merger discussions #GrabUber Watch our other MOF vids! ➤ http://bit.ly/JoinTheMinistry Remember to SUBSCRIBE AND HIT ...,1,LOW,1
138,2017-12-22T07:46:59.000Z,vNzaqqrHjbk,GRAB MOD DRIVER MALAYSIA [[ 0182265696 ]],New Version 5.30.1 already whatapps 0182265696 •bypassAR•Baypass antiroot • Baypass 100% not softban *SKIP AR Tak Jatuh* *Senang Dapat Ping* *Easy ...,1,HIG,1
139,2017-12-16T14:52:53.000Z,ojXvr8ZpI5o,Grab Mod Driver •Baypass AR •,New version Grab 5.29.2 is available https://api.whatsapp.com/send?phone=60182265696 Whatapps now to get it mod #grabdriverkualalumpur ...,1,HIG,1
140,2018-04-09T12:23:20.000Z,u3q4FfnBdd8,"Following Singapore, Philippines regulator forces Grab to delay closing Uber’s app | by Duterte Lat","Following Singapore, Philippines regulator forces Grab to delay closing Uber's app | by Duterte Latest News. ▻ Grab has given the Uber app a stay of execution ...",1,LOW,1
